date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,death,hospitalized,total,totalTestResults,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200421,MS,4716,47648,None,548,858,146,None,89,None,None,183,858,52364,52364,52364,14,39,726,204,930
20200420,MS,4512,46922,None,548,819,146,None,89,None,None,169,819,51434,51434,51434,10,11,12131,238,12369
20200419,MS,4274,34791,None,None,808,138,None,79,None,None,159,808,39065,39065,39065,7,26,0,300,300
20200418,MS,3974,34791,None,None,782,154,None,99,None,None,152,782,38765,38765,38765,12,46,0,181,181
20200417,MS,3793,34791,None,None,736,154,None,99,None,None,140,736,38584,38584,38584,11,54,0,169,169
20200416,MS,3624,34791,None,None,682,154,None,99,None,None,129,682,38415,38415,38415,7,37,0,264,264
20200415,MS,3360,34791,None,None,645,154,None,99,None,None,122,645,38151,38151,38151,11,49,0,273,273
20200414,MS,3087,34791,None,None,596,154,None,99,None,None,111,596,37878,37878,37878,13,47,6749,145,6894
20200413,MS,2942,28042,None,None,549,124,None,84,None,None,98,549,30984,30984,30984,2,1,9410,161,9571
20200412,MS,2781,18632,None,None,548,None,None,None,None,None,96,548,21413,21413,21413,3,20,0,139,139
20200411,MS,2642,18632,None,None,528,None,None,None,None,None,93,528,21274,21274,21274,11,46,0,173,173
20200410,MS,2469,18632,None,None,482,None,None,None,None,None,82,482,21101,21101,21101,6,41,0,209,209
20200409,MS,2260,18632,None,None,441,None,None,None,None,None,76,441,20892,20892,20892,9,31,0,257,257
20200408,MS,2003,18632,None,None,410,None,None,None,None,None,67,410,20635,20635,20635,8,33,0,88,88
20200407,MS,1915,18632,None,None,377,None,None,None,None,None,59,377,20547,20547,20547,8,-98,0,177,177
20200406,MS,1738,18632,None,None,475,None,None,None,None,None,51,475,20370,20370,20370,8,0,13052,100,13152
20200405,MS,1638,5580,None,None,475,None,None,None,None,None,43,475,7218,7218,7218,8,39,447,183,630
20200404,MS,1455,5133,None,None,436,None,None,None,None,None,35,436,6588,6588,6588,6,16,380,97,477
20200403,MS,1358,4753,None,None,420,None,None,None,None,None,29,420,6111,6111,6111,3,60,0,181,181
20200402,MS,1177,4753,None,None,360,None,None,None,None,None,26,360,5930,5930,5930,4,28,1041,104,1145
20200401,MS,1073,3712,None,None,332,None,None,None,None,None,22,332,4785,4785,4785,2,121,175,136,311
20200331,MS,937,3537,None,None,211,None,None,None,None,None,20,211,4474,4474,4474,4,16,548,90,638
20200330,MS,847,2989,None,None,195,None,None,None,None,None,16,195,3836,3836,3836,2,-40,429,89,518
20200329,MS,758,2560,None,None,235,None,None,None,None,None,14,235,3318,3318,3318,1,16,0,95,95
20200328,MS,663,2560,None,None,219,None,None,None,None,None,13,219,3223,3223,3223,5,34,0,84,84
20200327,MS,579,2560,None,None,185,None,None,None,None,None,8,185,3139,3139,3139,2,35,269,94,363
20200326,MS,485,2291,None,None,150,None,None,None,None,None,6,150,2776,2776,2776,4,33,725,108,833
20200325,MS,377,1566,None,None,117,None,None,None,None,None,2,117,1943,1943,1943,1,31,14,57,71
20200324,MS,320,1552,None,None,86,None,None,None,None,None,1,86,1872,1872,1872,0,53,409,71,480
20200323,MS,249,1143,None,None,33,None,None,None,None,None,1,33,1392,1392,1392,0,0,29,42,71
20200322,MS,207,1114,None,None,33,None,None,None,None,None,1,33,1321,1321,1321,0,33,419,67,486
20200321,MS,140,695,None,None,None,None,None,None,None,None,1,None,835,835,835,0,0,0,60,60
20200320,MS,80,695,None,None,None,None,None,None,None,None,1,None,775,775,775,1,0,143,30,173
20200319,MS,50,552,None,None,None,None,None,None,None,None,None,None,602,602,602,0,0,73,16,89
20200318,MS,34,479,None,None,None,None,None,None,None,None,None,None,513,513,513,0,0,111,13,124
20200317,MS,21,368,None,None,None,None,None,None,None,None,None,None,389,389,389,0,0,91,9,100
20200316,MS,12,277,None,None,None,None,None,None,None,None,None,None,289,289,289,0,0,193,2,195
20200315,MS,10,84,None,None,None,None,None,None,None,None,None,None,94,94,94,0,0,0,4,4
20200314,MS,6,84,None,None,None,None,None,None,None,None,None,None,90,90,90,0,0,43,2,45
20200313,MS,4,41,None,None,None,None,None,None,None,None,None,None,45,45,45,0,0,0,3,3
20200312,MS,1,41,None,None,None,None,None,None,None,None,None,None,42,42,42,0,0,21,1,22
20200311,MS,0,20,,,,,,,,,,,20,20,20,0,0,20,0,20
20200310,MS,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
20200309,MS,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
20200308,MS,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
20200307,MS,0,,,,,,,,,,,,0,0,0,None,None,None,None,None
